Date,Match,Competition,Duration,Team,Scheme,Goals,xG,Total Shots,Shot On Target,Shots On Target %,Total Passes,Accurate Passes,Accurate Passes %,"Possession, %",Total Losses,Low Losses,Medium Losses,High Losses,Total Recoveries,Low Recoveries,Medium Recoveries,High Recoveries,Total Duels,Duels Won,Duels Won %,Total Crosses,Accurate Crosses,Accurate Crosses %,Touches in penalty area,Total Offensive Duels,Offensive Duels Won,,Total Shots Against,Shots Against On Target,Shots Against On Target %,Total Defensive Duels,Defensive Duels Won,Defensive Duels Won %,Total Forward Passes,Accurate Forward Passes,Accurate Forward Passes %,Total Passes To The Final Third,Accurate Passes To The Final Third,Accurate Passes To The Final Third %,Total Progressive Passes,Accurate Progressive Passes,Accurate Progressive Passes %,Match tempo,Average passes per possession,PPDA
2025-06-08,Bollstanäs - Sunnanå 0:0,Sweden. Elitettan,96,Bollstanäs,3-4-2-1 (100.0%),0,2.5,22,6,27.27,442,353,79.86,61.82,114,20,42,52,95,36,43,16,248,113,45.56,33,17,51.52,29,113,35,30.97,12,3,25,82,55,67.07,159,111,69.81,63,46,73.02,85,58,68.24,15.45,3.16,4.98
,,,,Sunnanå,5-3-2 (100.0%),0,0.59,12,2,16.67,298,195,65.44,38.18,150,41,58,51,80,30,39,11,248,130,52.42,8,3,37.5,11,82,27,32.93,22,6,27.27,113,78,69.03,131,70,53.44,35,16,45.71,73,32,43.84,16.86,2.37,8.84
2025-05-24,Elfsborg - Bollstanäs 2:1,Sweden. Elitettan,95,Bollstanäs,3-5-2 (100.0%),1,0.82,6,3,50,278,181,65.11,39.95,147,35,70,42,90,51,32,7,227,98,43.17,5,1,20,11,71,22,30.99,26,6,23.08,108,58,53.7,134,72,53.73,41,19,46.34,73,33,45.21,14.94,2.14,8.06
,,,,Elfsborg,4-2-3-1 (100.0%),2,3.82,26,6,23.08,442,320,72.4,60.05,161,20,57,84,91,23,45,23,227,123,54.19,30,15,50,35,108,50,46.3,6,3,50,71,49,69.01,166,98,59.04,49,28,57.14,85,57,67.06,15.8,3.09,5
2025-05-17,Bollstanäs - Trelleborgs 1:0,Sweden. Elitettan,97,Bollstanäs,3-5-2 (100.0%),1,0.3,2,1,50,234,150,64.1,30.23,151,74,41,36,86,61,16,9,191,84,43.98,3,1,33.33,3,45,10,22.22,27,8,29.63,77,47,61.04,101,45,44.55,26,8,30.77,65,23,35.38,14.25,1.83,12.04
,,,,Trelleborgs,4-2-3-1 (100.0%),0,1.98,27,8,29.63,576,451,78.3,69.77,143,15,26,102,96,22,39,35,191,92,48.17,49,17,34.69,62,77,30,38.96,2,1,50,45,35,77.78,206,155,75.24,89,72,80.9,101,83,82.18,15.19,3.74,3.98
2025-05-10,KIF Örebro - Bollstanäs 2:3,Sweden. Elitettan,98,Bollstanäs,4-3-1-2 (86.54%),3,0.94,8,4,50,277,171,61.73,33.07,143,39,70,34,86,56,23,7,254,113,44.49,3,0,0,9,77,19,24.68,19,9,47.37,118,66,55.93,131,65,49.62,34,11,32.35,76,23,30.26,15.42,2.22,9.87
,,,,KIF Örebro,4-1-3-2 (100.0%),2,2.2,19,8,42.11,487,397,81.52,66.93,131,10,33,88,109,27,52,30,254,130,51.18,35,14,40,38,118,52,44.07,8,4,50,77,58,75.32,182,135,74.18,80,53,66.25,80,67,83.75,13.4,3.72,4.96
2025-05-04,Bollstanäs - Häcken II 0:0,Sweden. Elitettan,98,Bollstanäs,4-3-3 (50.04%),0,0.36,6,1,16.67,354,273,77.12,36.75,99,28,36,35,80,49,25,6,281,152,54.09,4,1,25,7,102,33,32.35,13,4,30.77,153,111,72.55,128,78,60.94,46,28,60.87,70,42,60,15.7,3.03,16.04
,,,,Häcken II,4-3-3 (100.0%),0,0.62,13,4,30.77,590,506,85.76,63.25,101,4,33,64,82,28,36,18,281,123,43.77,32,5,15.63,21,153,42,27.45,6,1,16.67,102,69,67.65,204,161,78.92,81,62,76.54,90,79,87.78,15.21,4.4,8.64
2025-04-26,Eskilstuna United - Bollstanäs 3:0,Sweden. Elitettan,95,Bollstanäs,4-2-3-1 (100.0%),0,0.89,8,6,75,317,219,69.09,41.59,143,49,52,42,79,48,25,6,189,91,48.15,8,3,37.5,8,69,20,28.99,22,10,45.45,83,55,66.27,147,88,59.86,39,14,35.9,72,29,40.28,14.23,2.66,15.06
,,,,Eskilstuna United,4-4-1-1 (73.67%),3,2.85,22,11,50,451,346,76.72,58.41,125,14,31,80,95,33,34,28,189,94,49.74,30,7,23.33,34,83,28,33.73,8,7,87.5,69,49,71.01,181,134,74.03,71,48,67.61,73,57,78.08,14.42,3.52,6.83
2025-04-18,Team TG FF - Bollstanäs 2:0,Sweden. Elitettan,87,Bollstanäs,4-2-3-1 (61.58%),0,1.39,14,4,28.57,352,262,74.43,45.82,105,21,32,52,85,32,38,15,219,112,51.14,14,2,14.29,14,76,23,30.26,9,4,44.44,106,78,73.58,149,95,63.76,55,30,54.55,73,42,57.53,15.47,3.01,9.75
,,,,Team TG FF,4-4-2 (100.0%),2,0.89,9,3,33.33,423,342,80.85,54.18,126,25,44,57,85,43,25,17,219,102,46.58,13,4,30.77,10,105,27,25.71,14,4,28.57,76,53,69.74,167,122,73.05,45,29,64.44,66,43,65.15,15.73,3.62,7.62
2025-04-12,Bollstanäs - Mallbacken 2:2,Sweden. Elitettan,93,Bollstanäs,4-2-3-1 (63.08%),2,2.21,22,9,40.91,421,311,73.87,54.41,141,27,41,73,118,51,47,20,239,115,48.12,29,7,24.14,26,109,31,28.44,6,4,66.67,93,69,74.19,178,110,61.8,78,48,61.54,92,62,67.39,14.91,2.99,6.2
,,,,Mallbacken,4-2-3-1 (100.0%),2,1.65,6,4,66.67,388,261,67.27,45.59,165,37,56,72,85,44,27,14,239,121,50.63,21,4,19.05,15,93,24,25.81,22,10,45.45,109,78,71.56,173,103,59.54,55,24,43.64,75,38,50.67,16.4,2.5,12.95
